Name ;Location;Headcounts;Industry;Year Founded;Specialities ;Type;Website;
 NEGOCIAL;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;95;Financial Services;2010;"courtage prêt immobilierRAC
+3";Privately Held;negocialfinance.fr;
 SIKUR;Sophia Antipolis, Provence-Alpes-Côte D'azur, France;20;Software Development;2011;"cibersecurity
+12";Privately Held;sikur.com;
 VAADATA;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;24;IT Services and IT Consulting;2013;"Ethical Hacking
+7";Privately Held;vaadata.com;
 Master 224 Finance, Impact et Technologie Université Paris-Dauphine;Paris, Paris, Île-De-France, France, Europe;24;Financial Services;;;;psl.eu;
 Dessia Technologies;Antony, Hauts-de-Seine, Île-De-France, France, Antony, Europe;33;Software Development;2017;"Conception assistée
+9";Privately Held;dessia.io;
 FRANCE ACTIVE PROVENCE-ALPES-COTE D'AZUR;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;43;Financial Services;2002;"Accompagnement
+4";Nonprofit;franceactive-paca.org;
 LEASEWAY France;Orgeval, Yvelines, Île-De-France, France, Saint-Germain-en-Laye, Europe;62;Financial Services;2006;;Self-Owned;leaseway.com;
 talo;Carrières-sous-Poissy, Yvelines, Île-De-France, France, Saint-Germain-en-Laye, Europe;22;IT Services and IT Consulting;2017;"DigitalNumérique
+5";Partnership;talo.com;
 Genx Systems;Rennes, Ille-et-Vilaine, Bretagne, France, Rennes, Europe;33;IT Services and IT Consulting;2010;"Networking
+2";Privately Held;hugedomains.com;
 Abraxio;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;37;Software Development;2019;"SaasDSIIT
+14";Privately Held;abraxio.com;
 Groupe CAP INFO;Artigues-près-Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;24;Software Development;1992;"logiciels de gestions
+13";Partnership;capinfo.fr;
 Orkester;Paris, Paris, Île-De-France, France, Europe;38;IT Services and IT Consulting;2011;"Applications mobilesiOS
+17";Privately Held;orkester.fr;
 Vigicorp;France, Europe;38;Technology, Information and Internet;2007;"Site internet
+21";Privately Held;vigicorp.fr;
 OOTI;Paris, Paris, Île-De-France, France, Europe;30;Software Development;2017;"SoftwareIT
+8";Privately Held;ooti.eu;
 Veraltis France - Part of B2 Impact;Paris, Paris, Île-De-France, France, Europe;53;Financial Services;1993;"Médiation Financière
+9";Partnership;a-leads.co;
 LASCOM from Aptean;Vélizy-Villacoublay, Yvelines, Île-De-France, France, Versailles, Europe;41;Software Development;1989;"Product Lifecycle Management
+12";Privately Held;lascom.com;
 Tapbuy;Paris, Paris, Île-De-France, France, Europe;33;Technology, Information and Internet;2016;"conversion
+6";Privately Held;tapbuy.io;
 RCE Capital Berhad and Group of Companies;Granville, Manche, Normandie, France, Avranches, Europe;185;Financial Services;1953;;Public Company;com.my;
 Aksson;Versailles, Yvelines, Île-De-France, France, Versailles, Europe;20;IT Services and IT Consulting;;;Privately Held;aksson.com;
 quarksUp;Paris, Paris, Île-De-France, France, Europe;50;Software Development;2015;"Entretiens annuels
+17";Privately Held;quarksup.com;
 Corporama;Issy-les-Moulineaux, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;33;IT Services and IT Consulting;2010;"Prospection BtoB
+5";Privately Held;corporama.fr;
 INO GLOBAL;Paris, Paris, Île-De-France, France, Europe;33;Software Development;1997;"Software publisher
+19";Privately Held;hugedomains.com;
 AFR financement Page officielle;Villeneuve-Saint-Germain, Aisne, Hauts-de-France, France, Soissons, Europe;94;Financial Services;2014;"Patrimoine
+5";Partnership;afrfinancement.fr;
 SynBird;Chambéry, Savoie, Auvergne-Rhône-Alpes, France, Chambéry, Europe;39;Software Development;2016;;Privately Held;synbird.com;
 Temenis Conseil;Paris, Paris, Île-De-France, France, Europe;37;IT Services and IT Consulting;2002;"Conseil ITIA
+12";Privately Held;temenis.com;
 Archimed;Lille, Nord, Hauts-de-France, France, Lille, Europe;140;Software Development;;;Privately Held;archimed.fr;
 Désirade;Toulouse, Occitanie, France;60;IT Services and IT Consulting;1997;"Petites applications informatiques
+8";Privately Held;desirade.fr;
 Atchik;Toulouse, Haute-Garonne, Occitanie, France, Toulouse, Europe;37;Technology, Information and Internet;1999;"mobile communities
+12";Privately Held;atchik.com;
 Job&Talent France;Paris, Paris, Île-De-France, France, Europe;62;Technology, Information and Internet;2009;;Self-Owned;jobnet.ag;
 iSupplier;Courbevoie, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;22;Software Development;2018;"Marketplace
+8";Privately Held;isupplier.fr;
 Amadeis;Paris, Paris, Île-De-France, France, Europe;22;Financial Services;2000;"Conseil en investissement
+3";Privately Held;amadeis.com;
 WLF;Paris, Paris, Île-De-France, France, Europe;30;IT Services and IT Consulting;2018;"Management de Projet
+6";Privately Held;wlf.fr;
 QuantStack;St.-Maur-des-Fossés, Val-de-Marne, Île-De-France, France, Créteil, Europe;32;Software Development;2016;"JupyterC++
+4";Privately Held;quantstack.net;
 Axido;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;99;IT Services and IT Consulting;2003;"maintenance informatique
+8";Partnership;axido.fr;
 ITSAP;Le Mans, Sarthe, Pays de la Loire, France, Le Mans, Europe;55;Software Development;2009;;Privately Held;linkedin.com;
 SnL Conseil;Paris, Paris, Île-De-France, France, Europe;21;Financial Services;2020;;Privately Held;snlconseil.fr;
 Digital Disruptors Pvt Ltd;Tence, Haute-Loire, Auvergne-Rhône-Alpes, France, Yssingeaux, Europe;38;Software Development;2019;"CFSICD
+6";Privately Held;atom.com;
 Uptevia;Courbevoie, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;223;Financial Services;2023;;Privately Held;uptevia.com;
 Soleil Noir;Neuilly-sur-Seine, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;22;Technology, Information and Internet;2000;"Interactive Studio
+9";Privately Held;soleilnoir.com;
 DH Solutions;Nantes, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;50;IT Services and IT Consulting;2020;"Web Development
+8";Privately Held;doctrine.fr;
 Flex;Paris, Paris, Île-De-France, France, Europe;20;Technology, Information and Internet;2020;"Services
+2";Privately Held;flex.fr;
 APREX solutions;Nancy, Meurthe-et-Moselle, Grand Est, France, Nancy, Europe;26;Software Development;2017;"Visionlogiciel
+22";Privately Held;aprex-solutions.com;
 Bevoak;St.-Herblain, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;20;IT Services and IT Consulting;2018;"Pilotage de projet
+14";Privately Held;bevoak.com;
 Greenbureau;Paris, Paris, Île-De-France, France, Europe;23;Technology, Information and Internet;2011;"Relation Client
+6";Privately Held;greenbureau.com;
 Doc'up;Nanterre, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;54;IT Services and IT Consulting;2003;"Machines à affranchir
+30";Privately Held;doc-up.fr;
 INFO'LIB;Lot-et-Garonne, Nouvelle-Aquitaine, France, Nérac, Europe;66;IT Services and IT Consulting;2002;"ERPCRMBI
+10";Partnership;fiducial.fr;
 EZWAY TECHNOLOGY;Paris, Paris, Île-De-France, France, Europe;20;IT Services and IT Consulting;;"Développement applications & Migration
+4";Privately Held;ezway-technology.com;
 ETIXWAY;Noisy-le-Grand, Seine-Saint-Denis, Île-De-France, France, Le Raincy, Europe;24;IT Services and IT Consulting;;;Privately Held;etixway.com;
 Elioz;Toulouse, Haute-Garonne, Occitanie, France, Toulouse, Europe;52;IT Services and IT Consulting;2015;"Centre relais Téléphonique
+12";Partnership;elioz.fr;
 The Game Changer Company;Paris, Paris, Île-De-France, France, Europe;36;Software Development;2015;"Gamification
+14";Privately Held;game-changers.io;
 Maecia;Paris, Paris, Île-De-France, France, Europe;29;Technology, Information and Internet;2007;"Stratégie digitale
+6";Privately Held;maecia.com;
 Sensefuel;Villeneuve-d'Ascq, Nord, Hauts-de-France, France, Lille, Europe;21;Software Development;2017;"e-commerce
+7";Privately Held;sensefuel.com;
 Edwyn Tech;Paris, Paris, Île-De-France, France, Europe;20;IT Services and IT Consulting;2021;;Privately Held;edwyn.tech;
 ADRENALEAD;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;29;Technology, Information and Internet;2018;"Webmarketing
+19";Partnership;adrenalead.com;
 FOREX FINANCE;Paris, Paris, Île-De-France, France, Europe;47;Financial Services;1988;"Conseil en Gestion de Risques (Change / Taux d'Intérêts / Matières Premières)
+11";Privately Held;forexfinance.com;
 Arc Capital;Paris, Paris, Île-De-France, France, Europe;22;Financial Services;2021;"Experts-comptables
+6";Privately Held;arccapital.com;
 2J PROCESS;Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Aix-en-Provence, Europe;27;IT Services and IT Consulting;1996;"Plateforme L.M.S.
+14";Privately Held;2jprocess.com;
 Dzylo;Pannecé, Loire-Atlantique, Pays de la Loire, France, Ancenis, Europe;28;Technology, Information and Internet;2020;"Generate Quotation
+15";Privately Held;dzylo.ai;
 EITA Consulting;Montesson, Yvelines, Île-De-France, France, Saint-Germain-en-Laye, Europe;29;IT Services and IT Consulting;2017;;Privately Held;eitaconsulting.fr;
 Enfrasys;Sérignac-Péboudou, Lot-et-Garonne, Nouvelle-Aquitaine, France, Villeneuve-sur-Lot, Europe;156;IT Services and IT Consulting;2010;"Cloud Solutions
+13";Public Company;enfrasys.fr;
 Qantev;Paris, Paris, Île-De-France, France, Europe;50;Software Development;2018;"Neural Networks
+11";Privately Held;qantev.com;
 INGENIANCE;Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;78;IT Services and IT Consulting;2005;"Nouvelles Technologies
+5";Partnership;ingeniance.fr;
 Spacefill;Paris, Paris, Île-De-France, France, Europe;27;Technology, Information and Internet;2018;"Stockage court terme
+17";Privately Held;spacefill.com;
 Yess Consulting;Guadeloupe, France, Europe;25;Software Development;2014;"YessCleverERP
+4";Privately Held;yessconsulting.com;
 VAL Solutions SAS;Saint-Bonnet-de-Mure, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;133;Software Development;1986;"Développement informatique
+10";Privately Held;hugedomains.com;
 OPTACARE;France, Europe;30;Software Development;2013;"Optimisation des ressources
+6";Partnership;optacare.fr;
 ARCAD Software;Chavanod, Haute-Savoie, Auvergne-Rhône-Alpes, France, Annecy, Europe;131;Software Development;1992;"Change Management
+7";Privately Held;arcadsoftware.fr;
 Collaboration Capital;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;33;Financial Services;;"Finance
+4";Privately Held;collaborationcapital.com;
 BEYABLE;Paris, Paris, Île-De-France, France, Europe;32;Software Development;2014;"Conversion Rate Optimization
+21";Privately Held;beyable.com;
 Danim;Paris, Paris, Île-De-France, France, Europe;61;Software Development;2018;;Partnership;danim.com;
 WEBQAM Groupe;Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France, Saint-Étienne, Europe;47;Technology, Information and Internet;2005;"Sites internet
+11";Privately Held;webqam.fr;
 inwink;Paris, Paris, Île-De-France, France, Europe;37;Software Development;2015;"B2B Events
+12";Privately Held;inwink.com;
 Objow;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;24;Software Development;2019;"Gamification
+11";Privately Held;objow.com;
 CPA - Collectif Pour les Acteurs du Marketing Digital;Paris, Île-De-France, France;28;Technology, Information and Internet;2008;"Emailing
+19";Nonprofit;cpa-france.org;
 Cegedim Business Services - Factures et Achats;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;157;IT Services and IT Consulting;;;Public Company;cegedim-business-services.com;
 Scaleflex;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;67;Technology, Information and Internet;2016;"Digital Asset ManagementDAM
+15";Privately Held;scaleflex.com;
 ACT-ON TECHNOLOGY;Neuilly-sur-Seine, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;47;IT Services and IT Consulting;2019;"technology
+19";Privately Held;actongroup.com;
 OÏKO;Bagneux, Hauts-de-Seine, Île-De-France, France, Antony, Europe;25;IT Services and IT Consulting;2016;"Résidentiel
+12";Privately Held;oiko.eu;
 EZYTAIL;Grigny, Essonne, Île-De-France, France, Évry, Europe;40;Software Development;2010;"logistique
+19";Privately Held;ezytail.com;
 Timspirit;Asnières-Sur-Seine, Île-De-France, France;38;IT Services and IT Consulting;2007;"ITSMITIL
+13";Privately Held;timspirit.fr;
 Leeto;Paris, Paris, Île-De-France, France, Europe;60;Software Development;2018;"SaaSTech
+6";Privately Held;leeto.co;
 Chequers Capital;Paris, Paris, Île-De-France, France, Europe;34;Financial Services;1972;"Private Equity
+2";Privately Held;chequerscapital.com;
 WeCashUp;Carnoux-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;31;Financial Services;2015;"Mobile Money
+10";Privately Held;cash-services.fr;
 Integrity360 France;Puteaux, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;33;IT Services and IT Consulting;2018;"Cybersecurity
+13";Privately Held;integrity360.com;
 Ubigreen;Labège, Haute-Garonne, Occitanie, France, Toulouse, Europe;53;Software Development;2012;"logiciel de gestion énergétiqueEMS
+6";Privately Held;ubigreen.com;
 Agence WAM;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;55;Technology, Information and Internet;2008;"Stratégie SEO
+10";Privately Held;agence-wam.fr;
 United Securities LLC;Mus, Gard, Occitanie, France, Nîmes, Europe;41;Financial Services;1994;;Privately Held;usoman.com;
 TECOS;Paris, Paris, Île-De-France, France, Europe;22;IT Services and IT Consulting;2016;"Java/JEE
+19";Privately Held;tecos.fr;
 TIMS;Limonest, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;138;IT Services and IT Consulting;1988;"Télécoms
+6";Privately Held;tims.fr;
 Atol CD;Gevrey-Chambertin, Côte-d'Or, Bourgogne-Franche-Comté, France, Dijon, Europe;243;Software Development;2000;"Développement web et mobile
+7";Privately Held;atolcd.com;
 Panopli | B Corp;Saint-Denis, Seine-Saint-Denis, Île-De-France, France, Saint-Denis, Europe;26;Software Development;2018;"personnalisation
+18";Privately Held;panopli.co;
 Mood Conseil;Nantes, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;22;IT Services and IT Consulting;2018;"DigitalNumérique
+8";Privately Held;mood-conseil.fr;
 Datalog Finance;Paris, Paris, Île-De-France, France, Europe;49;Software Development;1997;"TMSCash Management
+6";Privately Held;datalog-finance.com;
 Betterway;Paris, Paris, Île-De-France, France, Europe;50;Financial Services;2019;"Mobilité
+8";Privately Held;betterway.fr;
 local.fr;Nanterre, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;395;Technology, Information and Internet;1984;"CommunicationDigital
+6";Partnership;local.fr;
 Althos Patrimoine;France, Europe;20;Financial Services;2009;"Ingénierie financière
+8";Privately Held;althos.com;
 Growth Room;Paris, Paris, Île-De-France, France, Europe;57;Technology, Information and Internet;2020;"Growth
+20";Privately Held;hugedomains.com;
 IPKONEKT (ANCIENNEMENT BUGBUSTERS GROUP);Toulouse, Haute-Garonne, Occitanie, France, Toulouse, Europe;92;IT Services and IT Consulting;2004;"Télécoms
+10";Privately Held;ipkonekt.com;
 SEDONA FRANCE;Paris, Paris, Île-De-France, France, Europe;101;IT Services and IT Consulting;1998;"Développement web
+25";Privately Held;sedona.fr;
 Soan;Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;24;Financial Services;2018;"fintechonline payments
+6";Privately Held;soan.com;
 The field - Collective is effective;Lille, Nord, Hauts-de-France, France, Lille, Europe;39;IT Services and IT Consulting;;"Innovation
+18";Privately Held;thefield.team;
 MENAPS;Puteaux, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;44;IT Services and IT Consulting;2019;"automotive
+2";Privately Held;menaps.com;
 iGraal;Paris, Paris, Île-De-France, France, Europe;55;Technology, Information and Internet;;"cashback
+29";Privately Held;igraal.com;
 CibleWeb;Béziers, Hérault, Occitanie, France, Béziers, Europe;21;IT Services and IT Consulting;2001;"Webmarketing
+19";Privately Held;cibleweb.com;
 Techmind;Paris, Paris, Île-De-France, France, Europe;20;Financial Services;2018;"Venture Capital as a Service
+5";Privately Held;techminds.de;
 La Direction;Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;26;Financial Services;2020;"Pilotage financier
+16";Self-Owned;direction.fr;
 Exeo;Paris, Paris, Île-De-France, France, Europe;162;IT Services and IT Consulting;2012;"IT Operations & Support
+18";Partnership;exeo.fr;
 Groupe TSS;Paris, Paris, Île-De-France, France, Europe;60;Software Development;;;Public Company;groupetss.com;
 AudioWizard;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;20;Software Development;2020;"Logiciel Saas
+5";Privately Held;audiowizard.fr;
 Vianeo;Valbonne, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France, Grasse, Europe;20;Software Development;2008;"Management
+10";Self-Owned;vianeo.com;
 Kernix;Paris, Paris, Île-De-France, France, Europe;36;IT Services and IT Consulting;2001;"digitaldata
+18";Partnership;kernix.com;
 MaxSea;Bidart, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France, Bayonne, Europe;49;Software Development;1985;"Navigation software development
+2";Privately Held;mytimezero.com;
